,Fluxo de Caixa Diário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,jan.-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CONTAS,1-jan.-25,2-jan.-25,3-jan.-25,4-jan.-25,5-jan.-25,6-jan.-25,7-jan.-25,8-jan.-25,9-jan.-25,10-jan.-25,11-jan.-25,12-jan.-25,13-jan.-25,14-jan.-25,15-jan.-25,16-jan.-25,17-jan.-25,18-jan.-25,19-jan.-25,20-jan.-25,21-jan.-25,22-jan.-25,23-jan.-25,24-jan.-25,25-jan.-25,26-jan.-25,27-jan.-25,28-jan.-25,29-jan.-25,30-jan.-25,31-jan.-25,Total
,Receita,"0,00 ","0,00 ","33.104,50 ","0,00 ","0,00 ","940,00 ","98,41 ","3.862,20 ","760,00 ","0,00 ","0,00 ","0,00 ","57.667,02 ","600,00 ","0,00 ","0,00 ","344,00 ","0,00 ","0,00 ","1.400,00 ","0,00 ","0,00 ","3.000,00 ","714,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.500,00 ","0,00 ","0,00 ","104.990,13 "
,Vendas Cursos pelo o comercial,,,"110,00 ",,,"940,00 ","98,41 ","1.362,20 ","760,00 ",,,,,"600,00 ",,,"344,00 ",,,"1.400,00 ",,,,"714,00 ",,,,,,,,"6.328,61 "
,Treinamentos B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Treinamentos e consultorias B2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Treinamentos e consultorias Contratos antigos,,,"27.500,00 ",,,,,,,,,,"57.667,02 ",,,,,,,,,,,,,,,,,,,"85.167,02 "
,Vendas B2C - Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Venda B2C - Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Marketing B2B para clientes,,,"5.494,50 ",,,,,"2.500,00 ",,,,,,,,,,,,,,,"3.000,00 ",,,,,,"2.500,00 ",,,"13.494,50 "
,Vendas de Ferramentas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras receitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Receita Financeira,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Rendimentos de Aplicações Financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Juros e Descontos Obtidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Deduções,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.217,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.495,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","38.713,64 "
,Simples Nacional,,,,,,,,,,"33.217,91 ",,,,,,,"5.495,73 ",,,,,,,,,,,,,,,"38.713,64 "
,Parcelamento Simples ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Receita Líquida ,"0,00 ","0,00 ","33.104,50 ","0,00 ","0,00 ","940,00 ","98,41 ","3.862,20 ","760,00 ","-33.217,91 ","0,00 ","0,00 ","57.667,02 ","600,00 ","0,00 ","0,00 ","-5.151,73 ","0,00 ","0,00 ","1.400,00 ","0,00 ","0,00 ","3.000,00 ","714,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.500,00 ","0,00 ","0,00 ","66.276,49 "
,Custos,"0,00 ","17.921,16 ","2.322,40 ","0,00 ","0,00 ","0,00 ","358,00 ","0,00 ","14.096,92 ","0,00 ","0,00 ","0,00 ","1.532,84 ","0,00 ","1.433,94 ","0,00 ","0,00 ","0,00 ","0,00 ","3.780,24 ","0,00 ","0,00 ","0,00 ","11.421,81 ","0,00 ","0,00 ","730,40 ","3.502,14 ","0,00 ","186,00 ","7.800,00 ","65.085,85 "
,Custos com Mercadorias Vendidas,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Fornecedores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Compra de ferramentas para vendas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Custos com Serviços Prestados,"0,00 ","447,21 ","942,40 ","0,00 ","0,00 ","0,00 ","358,00 ","0,00 ","14.096,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","944,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","730,40 ","3.502,14 ","0,00 ","186,00 ","7.800,00 ","29.007,76 "
,Alimentação prestação de serviços,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,00 ","597,46 ",,,,"661,46 "
,Locação de veículos,,,,,,,,,,,,,,,"95,00 ",,,,,,,,,,,,,"236,32 ",,,,"331,32 "
,Materiais para treinamentos,,,"942,40 ",,,,"358,00 ",,,,,,,,"14,50 ",,,,,,,,,,,,,"385,00 ",,"186,00 ",,"1.885,90 "
,Serviços de Terceiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Hotel prestação de serviços,,,,,,,,,,,,,,,,,,,,,,,,,,,"666,40 ","2.283,36 ",,,,"2.949,76 "
,Passagem aérea,,,,,,,,,,,,,,,"615,19 ",,,,,,,,,,,,,,,,,"615,19 "
,Comissão parceiros ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.800,00 ","7.800,00 "
,Comissão Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Comissão Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Comissão lançamento de marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Comissão Closer,,"447,21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"447,21 "
,Comissão SDR,,,,,,,,,,,,,,,"220,00 ",,,,,,,,,,,,,,,,,"220,00 "
,Comissão parceiros - Rolamentos,,,,,,,,,"14.096,92 ",,,,,,,,,,,,,,,,,,,,,,,"14.096,92 "
,Outros custos de serviços prestados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Custos com Mão de Obra ,"0,00 ","17.473,95 ","1.380,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.532,84 ","0,00 ","489,25 ","0,00 ","0,00 ","0,00 ","0,00 ","3.780,24 ","0,00 ","0,00 ","0,00 ","11.421,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","36.078,09 "
,Salário,,"7.873,95 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.873,95 "
,Pró-Labore,,"9.600,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.600,00 "
,Décimo terceiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Férias,,,,,,,,,,,,,"1.532,84 ",,,,,,,,,,,,,,,,,,,"1.532,84 "
,Rescisão,,,,,,,,,,,,,,,,,,,,,,,,"8.545,67 ",,,,,,,,"8.545,67 "
,INSS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,FGTS,,,,,,,,,,,,,,,,,,,,"1.067,24 ",,,,"2.876,14 ",,,,,,,,"3.943,38 "
,IRPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Alimentação Escritório,,,"1.380,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.380,00 "
,Vale transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Treinamento e Desenvolvimento,,,,,,,,,,,,,,,"489,25 ",,,,,"2.713,00 ",,,,,,,,,,,,"3.202,25 "
,Outras Custos com Mão de Obra Direta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Lucro Bruto,"0,00 ","-17.921,16 ","30.782,10 ","0,00 ","0,00 ","940,00 ","-259,59 ","3.862,20 ","-13.336,92 ","-33.217,91 ","0,00 ","0,00 ","56.134,18 ","600,00 ","-1.433,94 ","0,00 ","-5.151,73 ","0,00 ","0,00 ","-2.380,24 ","0,00 ","0,00 ","3.000,00 ","-10.707,81 ","0,00 ","0,00 ","-730,40 ","-3.502,14 ","2.500,00 ","-186,00 ","-7.800,00 ","1.190,64 "
,Despesas Operacionais,"0,00 ","26.632,46 ","414,74 ","0,00 ","0,00 ","1.200,00 ","354,53 ","770,00 ","1.423,27 ","327,69 ","0,00 ","0,00 ","205,58 ","0,00 ","2.065,32 ","0,00 ","400,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.982,51 ","0,00 ","0,00 ","589,59 ","1.446,31 ","0,00 ","235,25 ","4.950,00 ","42.997,42 "
,Despesas Administrativas,"0,00 ","0,00 ","275,74 ","0,00 ","0,00 ","1.200,00 ","0,00 ","650,00 ","0,00 ","253,89 ","0,00 ","0,00 ","165,58 ","0,00 ","100,00 ","0,00 ","400,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.946,96 ","0,00 ","0,00 ","319,59 ","517,46 ","0,00 ","88,71 ","0,00 ","5.918,10 "
,Telefone e Internet ,,,"275,74 ",,,,,,,,,,,,,,"139,90 ",,,,,,,,,,,,,,,"415,64 "
,Celular-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Energia Elétrica,,,,,,,,,,,,,"87,64 ",,,,,,,,,,,,,,,,,,,"87,64 "
,Aluguel e Condomínio,,,,,,,,,,,,,,,,,,,,,,,,"1.877,74 ",,,,,,,,"1.877,74 "
,Água,,,,,,,,,,,,,"77,94 ",,,,,,,,,,,,,,,,,,,"77,94 "
,IPTU e Taxas Públicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Contabilidade,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,59 ",,,,,"319,59 "
,Licenças de softwares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Consultoria Financeira,,,,,,"1.200,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,"1.200,00 "
,Serviços de terceiros-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Manutenção escritório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Manutenção Máquinas e Equipamentos-ADM,,,,,,,,,,,,,,,"100,00 ",,,,,,,,,,,,,,,,,"100,00 "
,Materiais de Expediente/Escritório,,,,,,,,,,,,,,,,,,,,,,,,"69,22 ",,,,"517,46 ",,,,"586,68 "
,Faxina do escritório,,,,,,,,"650,00 ",,,,,,,,,,,,,,,,,,,,,,,,"650,00 "
,Seguros,,,,,,,,,,"253,89 ",,,,,,,,,,,,,,,,,,,,"88,71 ",,"342,60 "
,Gasolina / Combustível-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Estacionamento / Pedágios-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Reembolso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Sistemas ADM,,,,,,,,,,,,,,,,,"260,27 ",,,,,,,,,,,,,,,"260,27 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas com Pessoal,"0,00 ","26.632,46 ","0,00 ","0,00 ","0,00 ","0,00 ","48,00 ","0,00 ","1.423,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","470,24 ","0,00 ","0,00 ","4.950,00 ","33.523,97 "
,Salário-ADM,,"9.032,46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.032,46 "
,Pró-Labore-ADM,,"14.400,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.400,00 "
,Décimo terceiro-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Férias-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Rescisão-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,INSS-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,IRRF-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,FGTS-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Vale transporte-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Vale Alimentação-ADM,,"3.200,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.200,00 ","6.400,00 "
,Convênio Medico-ADM,,,,,,,,,"1.423,27 ",,,,,,,,,,,,,,,,,,,,,,,"1.423,27 "
,Exames ocupacionais-ADM,,,,,,,"48,00 ",,,,,,,,,,,,,,,,,,,,,,,,,"48,00 "
,Treinamento e Desenvolvimento-ADM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Confraternização,,,,,,,,,,,,,,,,,,,,,,,,,,,,"470,24 ",,,,"470,24 "
,Consultoria de Recursos Humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.750,00 ","1.750,00 "
,Uniformes e EPIs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
