,Fluxo de Caixa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Ano do Fluxo:,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,,,,,,,,,,,,,,,,,,,
,2025,JANEIRO,,,,FEVEREIRO,,,,MARÇO,,,,ABRIL,,,,MAIO,,,,JUNHO,,,,JULHO,,,,AGOSTO,,,,SETEMBRO,,,,OUTUBRO,,,,NOVEMBRO,,,,DEZEMBRO,,,,Total Ano,,,,,1° Semestre,,,,,1° trimestre,,,,,2° trimestre,,,
,, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Previsto, Realizado, AH, AV, Total Previsto, Total Realizado, AH, AV,, Total Previsto, Total Realizado, AH, AV,, Total Previsto, Total Realizado, AH, AV,, Total Previsto, Total Realizado, AH, AV
,Fornecedores,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,Compra de ferramentas para vendas,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
, Custos com Serviços Prestados,"17.995,49 ","29.007,76 ",161%,28%,"49.219,44 ","12.900,96 ",26%,12%,"48.277,50 ","28.164,91 ",58%,27%,"59.675,49 ","33.470,24 ",56%,32%,"63.084,55 ","48.089,35 ",76%,46%,"57.561,86 ","44.146,96 ",77%,42%,"62.728,53 ","17.221,53 ",27%,16%,"55.485,50 ","110,00 ",0%,0%,"55.318,72 ","0,00 ",0%,0%,"43.745,70 ","0,00 ",0%,0%,"36.170,35 ","0,00 ",0%,0%,"19.876,27 ","0,00 ",0%,0%,"569.139,40 ","213.111,71 ",37%,203%,,"295.814,33 ","195.780,18 ",66%,30%,,"115.492,43 ","70.073,63 ",61%,31%,,"180.321,90 ","125.706,55 ",70%,30%
,Alimentação prestação de serviços,"1.200,00 ","661,46 ",55%,1%,"1.800,00 ","944,04 ",52%,1%,"1.800,00 ","2.414,53 ",134%,2%,"1.800,00 ","1.801,14 ",100%,2%,"1.800,00 ","2.097,66 ",117%,2%,"1.800,00 ","1.722,41 ",96%,2%,"1.800,00 ","1.625,02 ",90%,2%,"1.800,00 ","110,00 ",6%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.200,00 ","0,00 ",0%,0%,"1.200,00 ","0,00 ",0%,0%,"19.800,00 ","11.376,26 ",57%,11%,,"10.200,00 ","9.641,24 ",95%,1%,,"4.800,00 ","4.020,03 ",84%,2%,,"5.400,00 ","5.621,21 ",104%,1%
,Locação de veículos,"2.400,00 ","331,32 ",14%,0%,"7.200,00 ","670,26 ",9%,1%,"8.400,00 ","3.477,07 ",41%,3%,"8.400,00 ","3.049,38 ",36%,3%,"8.400,00 ","6.657,05 ",79%,6%,"8.400,00 ","4.703,02 ",56%,4%,"8.400,00 ","3.432,91 ",41%,3%,"8.400,00 ","0,00 ",0%,0%,"8.400,00 ","0,00 ",0%,0%,"6.000,00 ","0,00 ",0%,0%,"6.000,00 ","0,00 ",0%,0%,"3.600,00 ","0,00 ",0%,0%,"84.000,00 ","22.321,01 ",27%,21%,,"43.200,00 ","18.888,10 ",44%,3%,,"18.000,00 ","4.478,65 ",25%,2%,,"25.200,00 ","14.409,45 ",57%,3%
,Materiais para treinamentos,"2.400,00 ","1.885,90 ",79%,2%,"8.400,00 ","2.303,40 ",27%,2%,"8.400,00 ","1.793,88 ",21%,2%,"12.000,00 ","1.682,56 ",14%,2%,"12.000,00 ","3.276,15 ",27%,3%,"12.000,00 ","2.163,28 ",18%,2%,"12.000,00 ","4.823,93 ",40%,5%,"12.000,00 ","0,00 ",0%,0%,"12.000,00 ","0,00 ",0%,0%,"8.400,00 ","0,00 ",0%,0%,"8.400,00 ","0,00 ",0%,0%,"4.800,00 ","0,00 ",0%,0%,"112.800,00 ","17.929,10 ",16%,17%,,"55.200,00 ","13.105,17 ",24%,2%,,"19.200,00 ","5.983,18 ",31%,3%,,"36.000,00 ","7.121,99 ",20%,2%
,Serviços de Terceiros,,"0,00 ",0%,0%,"7.500,00 ","0,00 ",0%,0%,"7.500,00 ","0,00 ",0%,0%,"7.500,00 ","15.852,00 ",211%,15%,"7.500,00 ","107,38 ",1%,0%,"7.500,00 ","7.987,77 ",107%,8%,"7.500,00 ","107,38 ",1%,0%,"7.500,00 ","0,00 ",0%,0%,"7.500,00 ","0,00 ",0%,0%,"7.500,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"67.500,00 ","24.054,53 ",36%,23%,,"37.500,00 ","23.947,15 ",64%,4%,,"15.000,00 ","0,00 ",0%,0%,,"22.500,00 ","23.947,15 ",106%,6%
,Hotel prestação de serviços,"3.482,56 ","2.949,76 ",85%,3%,"6.479,84 ","8.538,26 ",132%,8%,"6.337,90 ","4.822,50 ",76%,5%,"8.702,56 ","3.412,00 ",39%,3%,"9.111,65 ","2.647,37 ",29%,3%,"8.088,93 ","2.781,05 ",34%,3%,"9.588,93 ","3.583,90 ",37%,3%,"6.905,90 ","0,00 ",0%,0%,"7.405,79 ","0,00 ",0%,0%,"5.819,50 ","0,00 ",0%,0%,"4.810,75 ","0,00 ",0%,0%,"2.983,47 ","0,00 ",0%,0%,"79.717,78 ","28.734,84 ",36%,27%,,"42.203,44 ","25.150,94 ",60%,4%,,"16.300,30 ","16.310,52 ",100%,7%,,"25.903,14 ","8.840,42 ",34%,2%
,Passagem aérea,"8.512,93 ","615,19 ",7%,1%,"15.839,60 ","0,00 ",0%,0%,"15.839,60 ","2.990,51 ",19%,3%,"21.272,93 ","3.657,98 ",17%,3%,"22.272,90 ","4.298,20 ",19%,4%,"19.772,93 ","5.514,20 ",28%,5%,"23.439,60 ","2.156,73 ",9%,2%,"16.879,60 ","0,00 ",0%,0%,"18.212,93 ","0,00 ",0%,0%,"14.226,20 ","0,00 ",0%,0%,"11.759,60 ","0,00 ",0%,0%,"7.292,80 ","0,00 ",0%,0%,"195.321,62 ","19.232,81 ",10%,18%,,"103.510,89 ","17.076,08 ",16%,3%,,"40.192,13 ","3.605,70 ",9%,2%,,"63.318,76 ","13.470,38 ",21%,3%
,Comissão parceiros ,,"7.800,00 ",0%,7%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"2.200,00 ",0%,2%,,"0,00 ",0%,0%,,"4.550,00 ",0%,4%,,"800,00 ",0%,1%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","15.350,00 ",0%,15%,,"0,00 ","14.550,00 ",0%,2%,,"0,00 ","7.800,00 ",0%,3%,,"0,00 ","6.750,00 ",0%,2%
,Comissão Junior,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"372,74 ",0%,0%,"1.000,00 ","11.395,18 ",1140%,11%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"2.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,"5.000,00 ","11.767,92 ",235%,11%,,"2.000,00 ","11.767,92 ",588%,2%,,"1.000,00 ","0,00 ",0%,0%,,"1.000,00 ","11.767,92 ",1177%,3%
,Comissão Otávio,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"150,78 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"2.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,"5.000,00 ","150,78 ",3%,0%,,"2.000,00 ","150,78 ",8%,0%,,"1.000,00 ","0,00 ",0%,0%,,"1.000,00 ","150,78 ",15%,0%
,Comissão lançamento de marketing,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"1.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"2.000,00 ","0,00 ",0%,0%,,"0,00 ",0%,0%,"5.000,00 ","0,00 ",0%,0%,,"2.000,00 ","0,00 ",0%,0%,,"1.000,00 ","0,00 ",0%,0%,,"1.000,00 ","0,00 ",0%,0%
,Comissão Closer,"2.900,00 ","447,21 ",15%,0%,"3.750,00 ","0,00 ",0%,0%,"4.500,00 ","0,00 ",0%,0%,"6.250,00 ","409,56 ",7%,0%,"6.250,00 ","400,50 ",6%,0%,"6.250,00 ","567,30 ",9%,1%,"6.250,00 ","91,66 ",1%,0%,"6.250,00 ","0,00 ",0%,0%,"6.250,00 ","0,00 ",0%,0%,"6.250,00 ","0,00 ",0%,0%,"3.750,00 ","0,00 ",0%,0%,"2.500,00 ","0,00 ",0%,0%,"61.150,00 ","1.916,23 ",3%,2%,,"29.900,00 ","1.824,57 ",6%,0%,,"11.150,00 ","447,21 ",4%,0%,,"18.750,00 ","1.377,36 ",7%,0%
,Comissão SDR,"1.800,00 ","220,00 ",12%,0%,"1.800,00 ","440,00 ",24%,0%,"1.800,00 ","360,00 ",20%,0%,"1.800,00 ","800,00 ",44%,1%,"1.800,00 ","960,50 ",53%,1%,"1.800,00 ","1.160,00 ",64%,1%,"1.800,00 ","600,00 ",33%,1%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"21.600,00 ","4.540,50 ",21%,4%,,"10.800,00 ","3.940,50 ",36%,1%,,"5.400,00 ","1.020,00 ",19%,0%,,"5.400,00 ","2.920,50 ",54%,1%
,Comissão parceiros - Rolamentos,"17.000,00 ","14.096,92 ",83%,13%,"25.500,00 ","0,00 ",0%,0%,"25.500,00 ","12.000,00 ",47%,11%,"25.500,00 ","0,00 ",0%,0%,"25.500,00 ","16.249,36 ",64%,15%,"25.500,00 ","12.997,93 ",51%,12%,"25.500,00 ","0,00 ",0%,0%,"25.500,00 ","0,00 ",0%,0%,"25.500,00 ","0,00 ",0%,0%,"25.500,00 ","0,00 ",0%,0%,"17.000,00 ","0,00 ",0%,0%,"17.000,00 ","0,00 ",0%,0%,"280.500,00 ","55.344,21 ",20%,53%,,"144.500,00 ","55.344,21 ",38%,9%,,"68.000,00 ","26.096,92 ",38%,12%,,"76.500,00 ","29.247,29 ",38%,7%
,Outros custos de serviços prestados,,"0,00 ",0%,0%,,"5,00 ",0%,0%,,"306,42 ",0%,0%,,"82,10 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","393,52 ",0%,0%,,"0,00 ","393,52 ",0%,0%,,"0,00 ","311,42 ",0%,0%,,"0,00 ","82,10 ",0%,0%
,,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
, Custos com Mão de Obra ,"26.344,08 ","36.078,09 ",137%,34%,"32.326,00 ","29.118,97 ",90%,28%,"32.326,00 ","19.849,64 ",61%,19%,"32.326,00 ","25.235,32 ",78%,24%,"32.326,00 ","29.747,98 ",92%,28%,"32.326,00 ","29.092,64 ",90%,28%,"32.326,00 ","22.980,71 ",71%,22%,"32.326,00 ","8.076,62 ",25%,8%,"32.326,00 ","0,00 ",0%,0%,"32.326,00 ","0,00 ",0%,0%,"44.526,00 ","0,00 ",0%,0%,"44.526,00 ","0,00 ",0%,0%,"406.330,08 ","200.179,97 ",49%,191%,,"187.974,08 ","169.122,64 ",90%,26%,,"90.996,08 ","85.046,70 ",93%,38%,,"96.978,00 ","84.075,94 ",87%,20%
,Salário,"8.100,08 ","7.873,95 ",97%,7%,"12.882,00 ","8.100,08 ",63%,8%,"12.882,00 ","8.100,08 ",63%,8%,"12.882,00 ","8.100,08 ",63%,8%,"12.882,00 ","8.112,81 ",63%,8%,"12.882,00 ","8.112,81 ",63%,8%,"12.882,00 ","8.112,81 ",63%,8%,"12.882,00 ","8.076,62 ",63%,8%,"12.882,00 ","0,00 ",0%,0%,"12.882,00 ","0,00 ",0%,0%,"12.882,00 ","0,00 ",0%,0%,"12.882,00 ","0,00 ",0%,0%,"149.802,08 ","64.589,24 ",43%,62%,,"72.510,08 ","48.399,81 ",67%,7%,,"33.864,08 ","24.074,11 ",71%,11%,,"38.646,00 ","24.325,70 ",63%,6%
,Pró-Labore,"10.800,00 ","9.600,00 ",89%,9%,"12.000,00 ","9.600,00 ",80%,9%,"12.000,00 ","9.600,00 ",80%,9%,"12.000,00 ","10.800,00 ",90%,10%,"12.000,00 ","12.000,00 ",100%,11%,"12.000,00 ","12.000,00 ",100%,11%,"12.000,00 ","12.000,00 ",100%,11%,"12.000,00 ","0,00 ",0%,0%,"12.000,00 ","0,00 ",0%,0%,"12.000,00 ","0,00 ",0%,0%,"12.000,00 ","0,00 ",0%,0%,"12.000,00 ","0,00 ",0%,0%,"142.800,00 ","75.600,00 ",53%,72%,,"70.800,00 ","63.600,00 ",90%,10%,,"34.800,00 ","28.800,00 ",83%,13%,,"36.000,00 ","34.800,00 ",97%,8%
,Décimo terceiro,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"12.200,00 ","0,00 ",0%,0%,"12.200,00 ","0,00 ",0%,0%,"24.400,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,Férias,"660,00 ","1.532,84 ",232%,1%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"660,00 ","1.666,68 ",253%,2%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"660,00 ","1.151,82 ",175%,1%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"660,00 ","0,00 ",0%,0%,"7.920,00 ","4.351,34 ",55%,4%,,"3.960,00 ","3.199,52 ",81%,0%,,"1.980,00 ","1.532,84 ",77%,1%,,"1.980,00 ","1.666,68 ",84%,0%
,Rescisão,,"8.545,67 ",0%,8%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","8.545,67 ",0%,8%,,"0,00 ","8.545,67 ",0%,1%,,"0,00 ","8.545,67 ",0%,4%,,"0,00 ","0,00 ",0%,0%
,INSS ,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","7.338,60 ",108%,7%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"6.784,00 ","0,00 ",0%,0%,"81.408,00 ","7.338,60 ",9%,7%,,"40.704,00 ","7.338,60 ",18%,1%,,"20.352,00 ","7.338,60 ",36%,3%,,"20.352,00 ","0,00 ",0%,0%
,FGTS,"1.800,00 ","3.943,38 ",219%,4%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","5.560,02 ",242%,5%,"2.300,00 ","5.304,46 ",231%,5%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"2.300,00 ","0,00 ",0%,0%,"27.100,00 ","14.807,86 ",55%,14%,,"13.300,00 ","14.807,86 ",111%,2%,,"6.400,00 ","3.943,38 ",62%,2%,,"6.900,00 ","10.864,48 ",157%,3%
,IRPF,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,Alimentação Escritório,,"1.380,00 ",0%,1%,,"1.008,00 ",0%,1%,,"1.526,00 ",0%,1%,,"1.393,00 ",0%,1%,,"987,00 ",0%,1%,,"1.172,00 ",0%,1%,,"1.508,00 ",0%,1%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","8.974,00 ",0%,9%,,"0,00 ","7.466,00 ",0%,1%,,"0,00 ","3.914,00 ",0%,2%,,"0,00 ","3.552,00 ",0%,1%
,Vale transporte,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"1.260,00 ","0,00 ",0%,0%,"15.120,00 ","0,00 ",0%,0%,,"7.560,00 ","0,00 ",0%,0%,,"3.780,00 ","0,00 ",0%,0%,,"3.780,00 ","0,00 ",0%,0%
,Treinamento e Desenvolvimento,"1.800,00 ","3.202,25 ",178%,3%,"1.800,00 ","3.072,29 ",171%,3%,"1.800,00 ","623,56 ",35%,1%,"1.800,00 ","3.275,56 ",182%,3%,"1.800,00 ","3.088,15 ",172%,3%,"1.800,00 ","2.503,37 ",139%,2%,"1.800,00 ","208,08 ",12%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"1.800,00 ","0,00 ",0%,0%,"21.600,00 ","15.973,26 ",74%,15%,,"10.800,00 ","15.765,18 ",146%,2%,,"5.400,00 ","6.898,10 ",128%,3%,,"5.400,00 ","8.867,08 ",164%,2%
,Outras Custos com Mão de Obra Direta,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
, Lucro Bruto,"-15.470,57 ","1.190,64 ",-8%,1%,"44.526,52 ","9.766,50 ",22%,9%,"121.244,50 ","-2.109,84 ",-2%,-2%,"116.896,51 ","25.686,58 ",22%,24%,"199.137,45 ","133.767,46 ",67%,127%,"197.260,14 ","6.815,64 ",3%,6%,"170.593,47 ","68.650,78 ",40%,65%,"234.036,50 ","-8.186,62 ",-3%,-8%,"131.637,28 ","0,00 ",0%,0%,"169.920,30 ","0,00 ",0%,0%,"194.447,65 ","0,00 ",0%,0%,"128.357,73 ","0,00 ",0%,0%,"1.692.587,48 ","235.581,14 ",14%,224%,,"663.594,55 ","175.116,98 ",26%,27%,,"150.300,45 ","8.847,30 ",6%,4%,,"513.294,10 ","166.269,68 ",32%,39%
, Despesas Operacionais,"46.865,84 ","42.997,42 ",92%,41%,"47.345,84 ","36.679,77 ",77%,35%,"53.395,84 ","44.418,77 ",83%,42%,"49.934,84 ","43.116,23 ",86%,41%,"54.445,84 ","57.718,12 ",106%,55%,"49.445,84 ","50.827,70 ",103%,48%,"70.095,84 ","35.763,61 ",51%,34%,"49.445,84 ","15.900,87 ",32%,15%,"54.445,84 ","0,00 ",0%,0%,"50.095,84 ","0,00 ",0%,0%,"49.445,84 ","0,00 ",0%,0%,"52.285,84 ","0,00 ",0%,0%,"627.249,08 ","327.422,49 ",52%,312%,"43,08%","301.434,04 ","275.758,01 ",91%,42%,,"147.607,52 ","124.095,96 ",84%,55%,,"153.826,52 ","151.662,05 ",99%,36%
, Despesas Administrativas,"5.300,84 ","5.918,10 ",112%,6%,"5.300,84 ","6.615,90 ",125%,6%,"5.300,84 ","6.032,35 ",114%,6%,"5.689,84 ","6.124,33 ",108%,6%,"5.300,84 ","6.717,39 ",127%,6%,"5.300,84 ","7.868,00 ",148%,7%,"5.300,84 ","5.560,27 ",105%,5%,"5.300,84 ","0,00 ",0%,0%,"5.300,84 ","0,00 ",0%,0%,"5.300,84 ","0,00 ",0%,0%,"5.300,84 ","0,00 ",0%,0%,"5.300,84 ","0,00 ",0%,0%,"63.999,08 ","44.836,34 ",70%,43%,,"32.194,04 ","39.276,07 ",122%,6%,,"15.902,52 ","18.566,35 ",117%,8%,,"16.291,52 ","20.709,72 ",127%,5%
,Telefone e Internet ,"449,00 ","415,64 ",93%,0%,"449,00 ","415,64 ",93%,0%,"449,00 ","457,14 ",102%,0%,"588,00 ","455,63 ",77%,0%,"449,00 ","455,63 ",101%,0%,"449,00 ","458,57 ",102%,0%,"449,00 ","455,63 ",101%,0%,"449,00 ","0,00 ",0%,0%,"449,00 ","0,00 ",0%,0%,"449,00 ","0,00 ",0%,0%,"449,00 ","0,00 ",0%,0%,"449,00 ","0,00 ",0%,0%,"5.527,00 ","3.113,88 ",56%,3%,,"2.833,00 ","2.658,25 ",94%,0%,,"1.347,00 ","1.288,42 ",96%,1%,,"1.486,00 ","1.369,83 ",92%,0%
,Celular-ADM,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,,"0,00 ",0%,0%,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%,,"0,00 ","0,00 ",0%,0%
,Energia Elétrica,"120,00 ","87,64 ",73%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","124,62 ",104%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"120,00 ","0,00 ",0%,0%,"1.440,00 ","212,26 ",15%,0%,,"720,00 ","212,26 ",29%,0%,,"360,00 ","212,26 ",59%,0%,,"360,00 ","0,00 ",0%,0%
,Aluguel e Condomínio,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","1.877,74 ",95%,2%,"1.981,84 ","0,00 ",0%,0%,"1.981,84 ","0,00 ",0%,0%,"1.981,84 ","0,00 ",0%,0%,"1.981,84 ","0,00 ",0%,0%,"1.981,84 ","0,00 ",0%,0%,"1.981,84 ","0,00 ",0%,0%,"23.782,08 ","11.266,44 ",47%,11%,,"11.891,04 ","11.266,44 ",95%,2%,,"5.945,52 ","5.633,22 ",95%,2%,,"5.945,52 ","5.633,22 ",95%,1%
,Água,"80,00 ","77,94 ",97%,0%,"80,00 ","72,62 ",91%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","240,03 ",300%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","136,00 ",170%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","0,00 ",0%,0%,"80,00 ","0,00 ",0%,0%,"960,00 ","526,59 ",55%,1%,,"480,00 ","390,59 ",81%,0%,,"240,00 ","150,56 ",63%,0%,,"240,00 ","240,03 ",100%,0%
